id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,min_nights_ratio,availability_rate,price_category
737,Quiet private room,72840,Emma,Bronx,Mott Haven,40.66506,-73.79966,Entire Home/Apt,212.0,30.0,205.0,2019-01-17,6.42,3.0,202,0.0821917808219178,0.5534246575342465,High
503,Beautiful loft,43343,Unknown,Queens,Astoria,40.55864,-74.04089,Private Room,735.75,30.0,369.0,2018-04-02,4.28,5.0,142,0.0821917808219178,0.38904109589041097,Luxury
510,Modern studio,5242,Sarah,Brooklyn,Kensington,40.59581,-74.0349,Shared Room,463.0,1.0,33.0,2014-10-01,1.89,8.0,103,0.0027397260273972603,0.2821917808219178,Luxury
455,Quiet private room,93280,Emma,Manhattan,Chelsea,40.53875,-73.7905,Entire Home/Apt,447.0,7.0,268.0,2017-10-11,4.32,5.0,90,0.019178082191780823,0.2465753424657534,Luxury
120,Unknown,33208,James,Staten Island,St. George,40.58851,-74.04163,Shared Room,53.0,3.0,283.0,2017-05-05,3.31,16.0,194,0.00821917808219178,0.5315068493150685,Budget
272,Cozy apartment near park,66700,Chris,Manhattan,Upper West Side,40.62197,-73.90403,Entire Home/Apt,735.75,1.0,9.0,2016-11-12,6.26,9.0,120,0.0027397260273972603,0.3287671232876712,Luxury
880,Unknown,93550,Sofia,Manhattan,Chelsea,40.66643,-73.71778,Private Room,444.0,73.5,259.0,2017-08-18,2.8,11.0,85,0.20136986301369864,0.2328767123287671,Luxury
603,Unknown,20741,Sofia,Manhattan,East Village,40.83523,-73.89064,Private Room,102.0,73.5,389.0,2014-01-25,2.53,2.0,159,0.20136986301369864,0.43561643835616437,Mid-range
278,Modern studio,53171,Unknown,Brooklyn,Bedford-Stuyvesant,40.70748,-73.94176,Private Room,479.0,1.0,285.0,,9.63,10.0,97,0.0027397260273972603,0.26575342465753427,Luxury
840,Cozy apartment near park,17223,Anna,Manhattan,Chelsea,40.85339,-74.05113,Private Room,161.0,2.0,72.0,2012-04-02,6.0,18.0,269,0.005479452054794521,0.736986301369863,High
900,Modern studio,49062,Daniel,Bronx,Mott Haven,40.81055,-74.00845,Private Room,284.0,30.0,60.0,2013-05-07,9.35,13.0,281,0.0821917808219178,0.7698630136986301,High
595,Sunny room in the heart of NYC,87824,David,Manhattan,Midtown,40.65688,-73.95715,Shared Room,280.0,30.0,151.0,2012-04-04,4.2,14.0,228,0.0821917808219178,0.6246575342465753,High
450,  Spacious 2BR  ,50171,Sarah,Manhattan,Harlem,40.86258,-73.97991,Private Room,467.0,73.5,78.0,2019-12-06,3.81,18.0,156,0.20136986301369864,0.4273972602739726,Luxury
781,Modern studio,99202,Michael,Queens,Astoria,40.64945,-73.97418,Private Room,225.0,2.0,384.0,,7.51,10.0,230,0.005479452054794521,0.6301369863013698,High
148,Beautiful loft,49177,Michael,Manhattan,Harlem,40.50371,-73.82176,Private Room,295.0,1.0,216.0,2013-03-08,3.84,10.0,52,0.0027397260273972603,0.14246575342465753,High
300,  Spacious 2BR  ,28684,David,Queens,Astoria,40.61288,-74.08753,Entire Home/Apt,213.0,7.0,359.0,2017-11-11,3.83,6.0,195,0.019178082191780823,0.5342465753424658,High
408,Cozy apartment near park,73764,John,Bronx,Riverdale,40.70017,-73.78685,Private Room,72.0,1.0,191.0,,5.38,15.0,216,0.0027397260273972603,0.5917808219178082,Budget
725,Sunny room in the heart of NYC,48379,Anna,Queens,Long Island City,40.79317,-73.85206,Entire Home/Apt,-214.25,7.0,40.0,,0.89,20.0,301,0.019178082191780823,0.8246575342465754,
458,Unknown,1404,Sofia,Staten Island,Tompkinsville,40.63723,-73.97391,Private Room,219.0,2.0,184.0,,0.0,15.0,169,0.005479452054794521,0.46301369863013697,High
52,Sunny room in the heart of NYC,51422,Maria,Queens,Flushing,40.77104,-74.03681,Entire Home/Apt,735.75,30.0,176.0,,2.51,16.0,154,0.0821917808219178,0.42191780821917807,Luxury
871,Cozy apartment near park,70748,Michael,Bronx,Concourse,40.67459,-73.90111,Private Room,349.0,1.0,66.0,,4.94,11.0,19,0.0027397260273972603,0.052054794520547946,Luxury
713,Quiet private room,42483,Olivia,Manhattan,Upper West Side,40.58258,-73.87304,Entire Home/Apt,256.0,1.0,139.0,,7.82,15.0,101,0.0027397260273972603,0.27671232876712326,High
23,  Spacious 2BR  ,43237,Emma,Queens,Long Island City,40.86112,-73.85379,Entire Home/Apt,224.0,3.0,207.0,2019-01-10,2.11,15.0,296,0.00821917808219178,0.810958904109589,High
315,Beautiful loft,58407,John,Queens,Elmhurst,40.72179,-73.71299,Private Room,361.0,2.0,153.0,,3.6,7.0,43,0.005479452054794521,0.1178082191780822,Luxury
669,  Spacious 2BR  ,9693,Emma,Brooklyn,Kensington,40.86543,-74.0814,Entire Home/Apt,0.0,7.0,390.0,2019-06-03,0.0,4.0,114,0.019178082191780823,0.31232876712328766,
351,Modern studio,37505,Unknown,Staten Island,Stapleton,40.89114,-74.07412,Private Room,409.0,2.0,173.0,,1.24,19.0,217,0.005479452054794521,0.5945205479452055,Luxury
210,Unknown,34425,Unknown,Bronx,Mott Haven,40.88499,-73.80597,Shared Room,379.0,1.0,193.0,,2.65,1.0,82,0.0027397260273972603,0.22465753424657534,Luxury
642,Sunny room in the heart of NYC,62631,Unknown,Manhattan,Upper West Side,40.84883,-73.73645,Entire Home/Apt,339.0,2.0,236.0,,6.82,13.0,208,0.005479452054794521,0.5698630136986301,Luxury
51,Quiet private room,77435,Unknown,Brooklyn,Bushwick,40.72637,-73.78299,Shared Room,155.0,1.0,89.0,,6.2,5.0,123,0.0027397260273972603,0.336986301369863,High
167,Modern studio,65517,Unknown,Staten Island,St. George,40.77905,-73.73441,Private Room,192.0,1.0,360.0,,5.64,18.0,96,0.0027397260273972603,0.26301369863013696,High
661,  Spacious 2BR  ,37289,Unknown,Bronx,Fordham,40.81224,-73.8873,Entire Home/Apt,77.0,73.5,44.0,,7.52,15.0,350,0.20136986301369864,0.958904109589041,Mid-range
611,Unknown,33838,Unknown,Staten Island,Tompkinsville,40.74215,-74.01444,Private Room,301.0,1.0,324.0,,5.61,4.0,250,0.0027397260273972603,0.684931506849315,Luxury
82,Cozy apartment near park,52177,Chris,Bronx,Mott Haven,40.72827,-74.02507,Shared Room,344.0,1.0,268.0,,5.08,16.0,259,0.0027397260273972603,0.7095890410958904,Luxury
847,Beautiful loft,64605,Anna,Staten Island,Tompkinsville,40.60161,-73.96379,Entire Home/Apt,119.0,1.0,220.0,,5.72,14.0,248,0.0027397260273972603,0.6794520547945205,Mid-range
322,Sunny room in the heart of NYC,4809,Sarah,Manhattan,East Village,40.64568,-74.01616,Private Room,52.0,3.0,171.0,2018-04-01,0.53,16.0,275,0.00821917808219178,0.7534246575342466,Budget
733,Modern studio,26551,Maria,Bronx,Mott Haven,40.62567,-73.74671,Private Room,193.0,2.0,330.0,,2.96,17.0,31,0.005479452054794521,0.08493150684931507,High
957,  Spacious 2BR  ,30753,Michael,Brooklyn,Bedford-Stuyvesant,40.50588,-73.71721,Entire Home/Apt,333.0,3.0,358.0,2012-09-19,5.62,5.0,167,0.00821917808219178,0.4575342465753425,Luxury
67,  Spacious 2BR  ,89895,Robert,Brooklyn,Williamsburg,40.67725,-73.93039,Private Room,375.0,73.5,226.0,2017-07-05,0.0,19.0,220,0.20136986301369864,0.6027397260273972,Luxury
385,Beautiful loft,40441,Emma,Manhattan,Harlem,40.57529,-74.08927,Private Room,38.0,30.0,332.0,2013-11-08,8.42,15.0,275,0.0821917808219178,0.7534246575342466,Budget
858,  Spacious 2BR  ,36405,Emma,Queens,Elmhurst,40.57836,-73.86702,Entire Home/Apt,471.0,30.0,328.0,2017-05-11,7.3,1.0,112,0.0821917808219178,0.30684931506849317,Luxury
290,Unknown,21195,Unknown,Brooklyn,Williamsburg,40.62093,-74.05511,Shared Room,184.0,1.0,398.0,,0.26,7.0,247,0.0027397260273972603,0.6767123287671233,High
949,Sunny room in the heart of NYC,48581,Anna,Staten Island,Stapleton,40.85908,-73.8737,Private Room,315.0,30.0,270.0,2018-10-03,0.32,15.0,302,0.0821917808219178,0.8273972602739726,Luxury
572,Quiet private room,93439,Emma,Manhattan,Harlem,40.89924,-74.04811,Shared Room,365.0,7.0,245.0,2012-03-11,2.51,12.0,278,0.019178082191780823,0.7616438356164383,Luxury
284,Quiet private room,55232,Sofia,Bronx,Fordham,40.65158,-74.07293,Entire Home/Apt,195.0,7.0,281.0,,1.23,17.0,140,0.019178082191780823,0.3835616438356164,High
493,Modern studio,52150,Maria,Bronx,Mott Haven,40.81776,-73.82248,Shared Room,0.0,7.0,253.0,2019-03-09,4.38,13.0,260,0.019178082191780823,0.7123287671232876,
548,Modern studio,97313,Chris,Manhattan,Harlem,40.61626,-74.00868,Entire Home/Apt,320.0,73.5,85.0,2013-02-04,8.04,12.0,171,0.20136986301369864,0.4684931506849315,Luxury
65,Unknown,36818,Lisa,Bronx,Fordham,40.83806,-73.71018,Private Room,145.0,73.5,314.0,,8.3,10.0,136,0.20136986301369864,0.3726027397260274,Mid-range
881,Cozy apartment near park,57112,David,Queens,Ridgewood,40.81504,-73.76337,Entire Home/Apt,437.0,3.0,91.0,2019-10-03,9.11,11.0,42,0.00821917808219178,0.11506849315068493,Luxury
265,Modern studio,51133,Robert,Bronx,Fordham,40.85192,-73.92628,Private Room,-214.25,1.0,394.0,,9.29,2.0,324,0.0027397260273972603,0.8876712328767123,
443,Cozy apartment near park,53709,Michael,Manhattan,East Village,40.75071,-73.85013,Private Room,197.0,73.5,202.0,2017-08-02,1.07,11.0,165,0.20136986301369864,0.4520547945205479,High
542,Unknown,68300,Unknown,Queens,Ridgewood,40.87775,-73.8166,Private Room,469.0,1.0,258.0,2012-03-08,3.86,7.0,231,0.0027397260273972603,0.6328767123287671,Luxury
21,Modern studio,76574,John,Bronx,Fordham,40.88501,-73.99381,Entire Home/Apt,163.0,1.0,305.0,2017-06-24,4.37,7.0,261,0.0027397260273972603,0.7150684931506849,High
436,Quiet private room,53328,Robert,Manhattan,East Village,40.73004,-73.97587,Private Room,273.0,2.0,257.0,2018-07-05,9.91,20.0,228,0.005479452054794521,0.6246575342465753,High
815,Unknown,43613,Chris,Manhattan,Harlem,40.83199,-74.0945,Private Room,735.75,1.0,174.0,2014-05-08,7.25,14.0,63,0.0027397260273972603,0.1726027397260274,Luxury
741,Modern studio,89369,Lisa,Staten Island,Stapleton,40.54508,-73.94502,Entire Home/Apt,237.0,1.0,380.0,,7.36,7.0,152,0.0027397260273972603,0.41643835616438357,High
297,  Spacious 2BR  ,88766,Sarah,Staten Island,Stapleton,40.88956,-73.94647,Entire Home/Apt,154.0,5.0,106.0,2017-07-19,5.45,3.0,120,0.0136986301369863,0.3287671232876712,High
492,Cozy apartment near park,55919,David,Staten Island,Stapleton,40.7202,-73.99899,Entire Home/Apt,95.0,73.5,177.0,,1.18,17.0,223,0.20136986301369864,0.6109589041095891,Mid-range
568,Quiet private room,44202,Emma,Bronx,Fordham,40.76129,-74.08709,Private Room,499.0,7.0,133.0,,1.4,2.0,280,0.019178082191780823,0.7671232876712328,Luxury
262,Modern studio,68844,John,Staten Island,Tompkinsville,40.80628,-73.72954,Private Room,309.0,3.0,184.0,,7.27,5.0,145,0.00821917808219178,0.3972602739726027,Luxury
782,Cozy apartment near park,39721,Lisa,Manhattan,Harlem,40.68654,-73.91392,Private Room,159.0,2.0,237.0,2013-02-07,9.48,12.0,327,0.005479452054794521,0.8958904109589041,High
748,  Spacious 2BR  ,44621,Emma,Queens,Long Island City,40.80693,-74.04095,Private Room,269.0,30.0,345.0,2019-07-12,0.87,12.0,129,0.0821917808219178,0.35342465753424657,High
405,Beautiful loft,38401,James,Bronx,Concourse,40.50931,-73.92519,Private Room,0.0,7.0,12.0,2019-06-13,0.92,5.0,50,0.019178082191780823,0.136986301369863,
558,Sunny room in the heart of NYC,16864,Maria,Manhattan,Chelsea,40.74947,-74.01972,Entire Home/Apt,33.0,1.0,0.0,,0.0,17.0,78,0.0027397260273972603,0.2136986301369863,Budget
747,Beautiful loft,49924,Lisa,Brooklyn,Greenpoint,40.69541,-74.00739,Private Room,316.0,1.0,146.0,2016-02-20,4.57,12.0,241,0.0027397260273972603,0.6602739726027397,Luxury
614,Unknown,18255,Olivia,Staten Island,Stapleton,40.75902,-73.88177,Entire Home/Apt,272.0,1.0,19.0,,1.54,3.0,90,0.0027397260273972603,0.2465753424657534,High
526,Sunny room in the heart of NYC,58331,Sofia,Manhattan,Midtown,40.65733,-74.07937,Private Room,128.0,73.5,219.0,,1.75,8.0,162,0.20136986301369864,0.4438356164383562,Mid-range
874,Beautiful loft,46003,Anna,Staten Island,St. George,40.63607,-74.03423,Private Room,323.0,1.0,350.0,2016-03-18,7.23,13.0,247,0.0027397260273972603,0.6767123287671233,Luxury
189,Unknown,83710,Chris,Manhattan,East Village,40.56031,-73.70306,Private Room,57.0,5.0,209.0,2018-11-03,1.81,6.0,41,0.0136986301369863,0.11232876712328767,Budget
252,Quiet private room,2653,Michael,Queens,Flushing,40.83742,-73.71934,Entire Home/Apt,46.0,1.0,136.0,2017-02-18,1.82,4.0,128,0.0027397260273972603,0.3506849315068493,Budget
72,Unknown,12835,Emma,Queens,Elmhurst,40.60987,-74.07753,Entire Home/Apt,353.0,73.5,37.0,,0.58,20.0,146,0.20136986301369864,0.4,Luxury
818,Modern studio,91427,Unknown,Queens,Elmhurst,40.59377,-73.90564,Private Room,98.0,2.0,282.0,2019-05-11,2.68,4.0,189,0.005479452054794521,0.5178082191780822,Mid-range
431,Quiet private room,30829,Emma,Bronx,Riverdale,40.81325,-73.93848,Entire Home/Apt,174.0,7.0,296.0,,9.89,8.0,76,0.019178082191780823,0.20821917808219179,High
841,Unknown,66099,Sarah,Manhattan,Upper West Side,40.55388,-73.84239,Entire Home/Apt,131.0,2.0,20.0,,9.56,11.0,313,0.005479452054794521,0.8575342465753425,Mid-range
989,Unknown,45786,Anna,Bronx,Tompkinsville,40.71058,-73.98578,Entire Home/Apt,173.0,1.0,274.0,2011-11-10,9.17,6.0,156,0.0027397260273972603,0.4273972602739726,High
965,Sunny room in the heart of NYC,4676,John,Bronx,Tompkinsville,40.71058,-73.81833,Entire Home/Apt,457.0,1.0,237.0,2019-12-01,7.43,8.0,345,0.0027397260273972603,0.9452054794520548,Luxury
940,Unknown,71630,Anna,Brooklyn,Tompkinsville,40.71058,-73.84329,Private Room,390.0,5.0,123.0,2012-03-18,9.6,13.0,262,0.0136986301369863,0.7178082191780822,Luxury
734,Unknown,78836,Sarah,Staten Island,Tompkinsville,40.71058,-74.08989,Private Room,182.0,7.0,40.0,,4.47,15.0,195,0.019178082191780823,0.5342465753424658,High
988,Unknown,36501,Unknown,Staten Island,Tompkinsville,40.71058,-73.93945,Entire Home/Apt,167.0,3.0,369.0,2016-12-04,4.37,13.0,288,0.00821917808219178,0.7890410958904109,High
751,Quiet private room,54230,Robert,Staten Island,St. George,40.77758,-73.79867,Private Room,262.0,1.0,258.0,2012-05-08,6.95,10.0,156,0.0027397260273972603,0.4273972602739726,High
331,Beautiful loft,11085,James,Bronx,Concourse,40.61691,-73.85162,Entire Home/Apt,452.0,1.0,96.0,2018-02-03,8.98,4.0,147,0.0027397260273972603,0.40273972602739727,Luxury
446,Unknown,79390,Unknown,Brooklyn,Bushwick,40.53176,-74.04498,Private Room,417.0,5.0,151.0,,6.42,15.0,121,0.0136986301369863,0.3315068493150685,Luxury
969,Beautiful loft,2055,Chris,Queens,Long Island City,40.73242,-73.71473,Entire Home/Apt,464.0,5.0,115.0,2011-01-13,4.59,7.0,80,0.0136986301369863,0.2191780821917808,Luxury
729,Sunny room in the heart of NYC,82065,Anna,Brooklyn,Bushwick,40.70751,-73.90231,Entire Home/Apt,178.0,2.0,213.0,2018-10-01,1.59,14.0,322,0.005479452054794521,0.8821917808219178,High
366,Unknown,22001,Unknown,Bronx,Riverdale,40.7741,-73.88604,Entire Home/Apt,215.0,2.0,226.0,2017-01-13,3.02,15.0,120,0.005479452054794521,0.3287671232876712,High
282,Quiet private room,82233,John,Brooklyn,Kensington,40.5023,-73.74692,Entire Home/Apt,285.0,2.0,111.0,2018-08-14,0.8,18.0,437,0.005479452054794521,1.1972602739726028,High
859,Unknown,65499,Unknown,Staten Island,Tompkinsville,40.85417,-73.80959,Entire Home/Apt,395.0,7.0,343.0,2013-10-05,0.2,16.0,47,0.019178082191780823,0.12876712328767123,Luxury
719,Cozy apartment near park,50809,Sofia,Staten Island,St. George,40.76376,-73.96683,Shared Room,418.0,1.0,66.0,,3.03,13.0,102,0.0027397260273972603,0.27945205479452057,Luxury
622,Modern studio,64249,John,Manhattan,Upper West Side,40.68258,-73.86961,Private Room,254.0,7.0,374.0,,2.53,13.0,191,0.019178082191780823,0.5232876712328767,High
913,Cozy apartment near park,8198,Chris,Brooklyn,Bushwick,40.76413,-74.08948,Private Room,464.0,30.0,26.0,,8.44,6.0,54,0.0821917808219178,0.14794520547945206,Luxury
686,Modern studio,77263,Daniel,Staten Island,Stapleton,40.60587,-73.81704,Entire Home/Apt,417.0,5.0,172.0,,0.0,10.0,414,0.0136986301369863,1.1342465753424658,Luxury
397,  Spacious 2BR  ,76030,Lisa,Bronx,Mott Haven,40.70211,-73.80721,Private Room,401.0,5.0,132.0,2019-04-06,7.57,1.0,63,0.0136986301369863,0.1726027397260274,Luxury
208,Quiet private room,89542,Unknown,Manhattan,Harlem,40.61465,-73.99978,Private Room,432.0,1.0,353.0,,0.33,18.0,231,0.0027397260273972603,0.6328767123287671,Luxury
509,Quiet private room,49690,James,Manhattan,Upper West Side,40.89039,-73.85797,Entire Home/Apt,124.0,1.0,354.0,2018-11-08,6.42,14.0,194,0.0027397260273972603,0.5315068493150685,Mid-range
219,Quiet private room,42053,Sofia,Manhattan,Harlem,40.69434,-73.96866,Shared Room,490.0,3.0,355.0,2013-10-19,8.08,8.0,219,0.00821917808219178,0.6,Luxury
240,Sunny room in the heart of NYC,50732,Unknown,Manhattan,Harlem,40.51303,-73.96108,Private Room,274.0,1.0,234.0,2012-12-17,3.16,19.0,419,0.0027397260273972603,1.1479452054794521,High
564,Quiet private room,84544,Maria,Manhattan,East Village,40.83872,-74.07085,Entire Home/Apt,257.0,5.0,310.0,2011-11-03,6.99,19.0,193,0.0136986301369863,0.5287671232876713,High
356,Unknown,23253,John,Queens,Astoria,40.52258,-74.00231,Entire Home/Apt,212.0,2.0,331.0,2015-03-10,0.0,1.0,156,0.005479452054794521,0.4273972602739726,High
872,Beautiful loft,37647,Daniel,Manhattan,Chelsea,40.85789,-73.95586,Entire Home/Apt,482.0,7.0,195.0,,0.39,18.0,344,0.019178082191780823,0.9424657534246575,Luxury
193,  Spacious 2BR  ,16176,Michael,Bronx,Fordham,40.85062,-73.99768,Shared Room,435.0,73.5,319.0,2011-02-10,1.09,14.0,10,0.20136986301369864,0.0273972602739726,Luxury
281,Beautiful loft,24684,Maria,Bronx,Fordham,40.76381,-74.03996,Private Room,201.0,1.0,91.0,2011-07-10,7.3,4.0,228,0.0027397260273972603,0.6246575342465753,High
192,Cozy apartment near park,18197,Anna,Staten Island,Stapleton,40.89819,-73.96291,Private Room,252.0,30.0,183.0,2014-03-26,0.2,7.0,114,0.0821917808219178,0.31232876712328766,High
602,Sunny room in the heart of NYC,19844,Unknown,Brooklyn,Bedford-Stuyvesant,40.58962,-73.70992,Shared Room,395.0,7.0,394.0,2014-08-12,5.64,3.0,329,0.019178082191780823,0.9013698630136986,Luxury
645,Modern studio,74864,James,Staten Island,Tompkinsville,40.68015,-73.99683,Shared Room,257.0,3.0,304.0,2011-05-03,2.89,12.0,113,0.00821917808219178,0.3095890410958904,High
708,Cozy apartment near park,1773,Anna,Bronx,Mott Haven,40.77391,-73.93603,Private Room,192.0,73.5,8.0,2013-12-11,0.39,13.0,53,0.20136986301369864,0.14520547945205478,High
133,Sunny room in the heart of NYC,48124,Sarah,Queens,Flushing,40.52959,-73.70372,Entire Home/Apt,246.0,30.0,298.0,,4.19,18.0,18,0.0821917808219178,0.049315068493150684,High
678,  Spacious 2BR  ,20902,David,Manhattan,East Village,40.57735,-73.76627,Private Room,244.0,1.0,115.0,,7.26,7.0,299,0.0027397260273972603,0.8191780821917808,High
424,Sunny room in the heart of NYC,18988,Lisa,Brooklyn,Williamsburg,40.56971,-73.76099,Shared Room,483.0,2.0,91.0,2014-01-06,9.11,13.0,10,0.005479452054794521,0.0273972602739726,Luxury
253,Modern studio,34202,Maria,Staten Island,Stapleton,40.70846,-73.70715,Entire Home/Apt,406.0,30.0,199.0,2015-06-06,7.29,16.0,281,0.0821917808219178,0.7698630136986301,Luxury
715,Unknown,16524,David,Queens,Flushing,40.67865,-73.96455,Private Room,328.0,1.0,148.0,,1.61,18.0,77,0.0027397260273972603,0.21095890410958903,Luxury
968,  Spacious 2BR  ,92154,Robert,Staten Island,Stapleton,40.67139,-73.7344,Private Room,735.75,73.5,30.0,,4.4,8.0,134,0.20136986301369864,0.36712328767123287,Luxury
264,Modern studio,13499,John,Bronx,Mott Haven,40.72763,-74.01303,Shared Room,77.0,1.0,370.0,2016-08-06,8.26,20.0,353,0.0027397260273972603,0.9671232876712329,Mid-range
71,Unknown,74989,Olivia,Manhattan,Harlem,40.80409,-73.8378,Private Room,118.0,1.0,395.0,,7.6,20.0,229,0.0027397260273972603,0.6273972602739726,Mid-range
273,Beautiful loft,32504,Michael,Queens,Astoria,40.85887,-73.83723,Private Room,145.0,1.0,373.0,,0.0,19.0,351,0.0027397260273972603,0.9616438356164384,Mid-range
599,Cozy apartment near park,31147,James,Manhattan,Chelsea,40.50546,-73.76181,Entire Home/Apt,257.0,73.5,52.0,2019-07-26,0.43,8.0,144,0.20136986301369864,0.39452054794520547,High
328,Quiet private room,81281,Daniel,Staten Island,Stapleton,40.68572,-73.84664,Entire Home/Apt,476.0,1.0,197.0,2016-09-02,4.26,18.0,138,0.0027397260273972603,0.3780821917808219,Luxury
116,Beautiful loft,55568,James,Queens,Astoria,40.57005,-73.8285,Private Room,480.0,73.5,253.0,,3.82,14.0,268,0.20136986301369864,0.7342465753424657,Luxury
324,Sunny room in the heart of NYC,37779,Olivia,Staten Island,Tompkinsville,40.65493,-74.04544,Private Room,342.0,2.0,323.0,2016-05-07,1.28,5.0,354,0.005479452054794521,0.9698630136986301,Luxury
706,Unknown,2862,Olivia,Staten Island,St. George,40.74613,-73.92476,Private Room,64.0,1.0,226.0,,7.69,5.0,162,0.0027397260273972603,0.4438356164383562,Budget
418,Sunny room in the heart of NYC,50998,Anna,Brooklyn,Bushwick,40.86765,-73.92323,Private Room,430.0,3.0,312.0,2017-04-02,0.57,13.0,26,0.00821917808219178,0.07123287671232877,Luxury
483,Beautiful loft,70349,Michael,Staten Island,Tompkinsville,40.61934,-74.05713,Entire Home/Apt,345.0,5.0,369.0,2013-12-07,1.02,17.0,251,0.0136986301369863,0.6876712328767123,Luxury
660,  Spacious 2BR  ,43869,James,Brooklyn,Kensington,40.81924,-73.76733,Entire Home/Apt,232.0,1.0,262.0,2016-01-19,9.96,18.0,258,0.0027397260273972603,0.7068493150684931,High
865,Unknown,93119,Michael,Staten Island,Stapleton,40.7174,-73.70163,Private Room,464.0,7.0,14.0,2016-04-19,9.6,19.0,11,0.019178082191780823,0.030136986301369864,Luxury
855,Unknown,26171,Robert,Staten Island,St. George,40.67038,-73.8312,Private Room,317.0,1.0,392.0,2014-11-09,3.38,9.0,61,0.0027397260273972603,0.16712328767123288,Luxury
697,Quiet private room,14070,Anna,Manhattan,Midtown,40.74883,-73.72588,Private Room,449.0,1.0,159.0,2015-12-02,1.81,16.0,265,0.0027397260273972603,0.726027397260274,Luxury
598,Modern studio,52842,Daniel,Bronx,Fordham,40.86489,-73.79326,Private Room,429.0,73.5,32.0,2011-09-07,5.36,8.0,80,0.20136986301369864,0.2191780821917808,Luxury
793,Sunny room in the heart of NYC,92742,Emma,Manhattan,East Village,40.61657,-73.76526,Private Room,85.0,1.0,313.0,2015-03-03,6.07,17.0,133,0.0027397260273972603,0.3643835616438356,Mid-range
780,Sunny room in the heart of NYC,5773,Anna,Bronx,Concourse,40.68665,-73.84106,Private Room,236.0,73.5,181.0,2017-05-17,1.68,7.0,255,0.20136986301369864,0.6986301369863014,High
279,Unknown,52520,Emma,Manhattan,Chelsea,40.5569,-73.76804,Private Room,383.0,30.0,46.0,2019-06-02,9.38,14.0,356,0.0821917808219178,0.9753424657534246,Luxury
832,Cozy apartment near park,57975,John,Brooklyn,Greenpoint,40.70889,-73.79281,Entire Home/Apt,274.0,1.0,89.0,,3.15,15.0,240,0.0027397260273972603,0.6575342465753424,High
776,Unknown,25382,James,Brooklyn,Kensington,40.72113,-73.99984,Entire Home/Apt,77.0,73.5,130.0,2018-10-03,8.59,8.0,142,0.20136986301369864,0.38904109589041097,Mid-range
3,Beautiful loft,84320,sakjsalk,Staten Island,Stapleton,40.64465,-74.02308,Shared Room,346.0,1.0,23.0,2014-03-05,8.67,12.0,194,0.0027397260273972603,0.5315068493150685,Luxury
230,Unknown,42405,Sarah,Manhattan,Chelsea,40.50219,-73.80254,Private Room,239.0,1.0,295.0,,3.76,14.0,105,0.0027397260273972603,0.2876712328767123,High
778,  Spacious 2BR  ,22889,David,Manhattan,East Village,40.71346,-74.02528,Private Room,400.0,1.0,166.0,,5.01,2.0,29,0.0027397260273972603,0.07945205479452055,Luxury
983,Quiet private room,57555,Unknown,Brooklyn,Williamsburg,40.70486,-73.94251,Entire Home/Apt,108.0,5.0,30.0,2015-10-10,3.01,13.0,18,0.0136986301369863,0.049315068493150684,Mid-range
861,Unknown,56299,David,Manhattan,Chelsea,40.6857,-74.01803,Entire Home/Apt,308.0,1.0,347.0,,0.01,8.0,57,0.0027397260273972603,0.15616438356164383,Luxury
907,Cozy apartment near park,27812,Lisa,Staten Island,St. George,40.57269,-73.88732,Entire Home/Apt,38.0,73.5,346.0,,4.3,4.0,129,0.20136986301369864,0.35342465753424657,Budget
789,Unknown,87885,Unknown,Manhattan,East Village,40.6452,-73.80299,Private Room,387.0,7.0,290.0,2016-03-05,1.63,3.0,246,0.019178082191780823,0.673972602739726,Luxury
200,  Spacious 2BR  ,22679,Lisa,Queens,Elmhurst,40.77052,-73.94605,Entire Home/Apt,276.0,73.5,313.0,,5.06,3.0,240,0.20136986301369864,0.6575342465753424,High
372,Cozy apartment near park,13488,John,Manhattan,Upper West Side,40.55328,-73.9707,Entire Home/Apt,73.0,7.0,351.0,,4.24,18.0,305,0.019178082191780823,0.8356164383561644,Budget
925,Unknown,41940,Lisa,Queens,Elmhurst,40.74659,-73.88464,Entire Home/Apt,165.0,2.0,357.0,,4.41,3.0,259,0.005479452054794521,0.7095890410958904,High
702,Unknown,1621,David,Manhattan,East Village,40.78561,-73.90189,Private Room,394.0,73.5,327.0,,0.0,8.0,59,0.20136986301369864,0.16164383561643836,Luxury
650,Sunny room in the heart of NYC,63558,Robert,Staten Island,St. George,40.57601,-73.76772,Private Room,172.0,1.0,67.0,2019-02-05,2.28,15.0,299,0.0027397260273972603,0.8191780821917808,High
66,Sunny room in the heart of NYC,75395,Unknown,Brooklyn,Williamsburg,40.75327,-74.08774,Private Room,65.0,73.5,110.0,2017-07-15,1.58,20.0,159,0.20136986301369864,0.43561643835616437,Budget
308,Modern studio,44904,Daniel,Manhattan,Harlem,40.62628,-73.8879,Shared Room,259.0,1.0,49.0,2019-11-12,6.11,9.0,333,0.0027397260273972603,0.9123287671232877,High
41,Cozy apartment near park,19643,David,Bronx,Riverdale,40.84384,-74.07153,Entire Home/Apt,391.0,2.0,135.0,2014-04-07,2.26,3.0,76,0.005479452054794521,0.20821917808219179,Luxury
